"Pridelovalci, površina, število vinogradov in število sadik glede na sedež kmetijskega gospodarstva, statistiène regije, Slovenija, 2009 in 2015"

" ";"2009";" ";" ";" ";"2015";" ";" ";" "
" ";"Pridelovalci";"Površina (ha)";"Število vinogradov";"Število sadik (v 1000)";"Pridelovalci";"Površina (ha)";"Število vinogradov";"Število sadik (v 1000)"
"SLOVENIJA";25582;16354.3;42970;58914.1;30210;15688.0;49473;57743.2
"Pomurska";3803;1924.1;5658;7487.9;4111;1874.1;6031;7379.2
"Podravska";4992;3949.6;7170;14326.4;6136;3785.0;8627;13984.1
"Koroška";22;4.8;26;23.0;17;2.6;19;9.8
"Savinjska";2727;974.3;3729;4062.0;3067;759.7;3995;3044.8
"Zasavska";42;6.5;56;25.1;98;12.9;126;53.1
"Posavska";4741;1729.5;7015;6930.6;5643;1842.6;8280;7381.7
"Jugovzhodna Slovenija";4425;912.7;6414;3902.8;5525;980.0;7968;4075.4
"Osrednjeslovenska";476;103.7;609;403.4;254;31.3;305;121.0
"Gorenjska";58;8.5;62;35.2;37;3.6;41;13.4
"Primorsko-notranjska";11;3.7;15;12.8;10;2.7;13;9.5
"Goriška";2673;4389.2;7699;14216.6;2686;4011.6;7641;13896.6
"Obalno-kraška";1494;2213.4;4322;7005.2;2626;2382.0;6427;7774.6
"Nerazvršèeno";118;134.3;195;483.0;-;-;-;-

"Vir: Statistièni urad Republike Slovenije. "
" "
" Zaradi zaokroževanja števil se seštevki ponekod ne ujemajo."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8222 target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-"
"ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS "
"3.Opombe o spremembah posameznih regij so zapisane k vsaki "
"spremenjeni regiji in so ob izpisu tabele na zaslon dostopne s klikom "
"na poveazvo Opombe. V opombah je na zaèetku naveden datum, s katerim "
"je opisana teritorialna sprememba upoštevana pri teritorialnem "
"razvršèanju enot za statistiène namene."

