TIME,GEO,SEX,AGE,UNIT,Value
2009,Albania,Females,50 years,Year,:
2009,Albania,Females,51 years,Year,:
2009,Albania,Females,52 years,Year,:
2009,Albania,Females,53 years,Year,:
2009,Albania,Females,54 years,Year,:
2009,Albania,Females,55 years,Year,:
2009,Albania,Females,56 years,Year,:
2009,Albania,Females,57 years,Year,:
2009,Albania,Females,58 years,Year,:
2009,Albania,Females,59 years,Year,:
2009,Albania,Females,60 years,Year,:
2009,Albania,Females,61 years,Year,:
2009,Albania,Females,62 years,Year,:
2009,Albania,Females,63 years,Year,:
2009,Albania,Females,64 years,Year,:
2009,Albania,Females,65 years,Year,:
2009,Albania,Females,66 years,Year,:
2009,Albania,Females,67 years,Year,:
2009,Albania,Females,68 years,Year,:
2009,Albania,Females,69 years,Year,:
2009,Albania,Females,70 years,Year,:
2009,Albania,Females,71 years,Year,:
2009,Albania,Females,72 years,Year,:
2009,Albania,Females,73 years,Year,:
2009,Albania,Females,74 years,Year,:
2009,Albania,Females,75 years,Year,:
2009,Albania,Females,76 years,Year,:
2009,Albania,Females,77 years,Year,:
2009,Albania,Females,78 years,Year,:
2009,Albania,Females,79 years,Year,:
2009,Albania,Females,80 years,Year,:
2009,Albania,Females,81 years,Year,:
2009,Albania,Females,82 years,Year,:
2009,Albania,Females,83 years,Year,:
2009,Albania,Females,84 years,Year,:
2009,Albania,Females,85 years or over,Year,:
2009,Serbia,Males,Less than 1 year,Year,71.4
2009,Serbia,Males,1 year,Year,70.9
2009,Serbia,Males,2 years,Year,69.9
2009,Serbia,Males,3 years,Year,69
2009,Serbia,Males,4 years,Year,68
2009,Serbia,Males,5 years,Year,67
2009,Serbia,Males,6 years,Year,66
2009,Serbia,Males,7 years,Year,65
2009,Serbia,Males,8 years,Year,64
2009,Serbia,Males,9 years,Year,63
2009,Serbia,Males,10 years,Year,62.1
2009,Serbia,Males,11 years,Year,61.1
2009,Serbia,Males,12 years,Year,60.1
2009,Serbia,Males,13 years,Year,59.1
2009,Serbia,Males,14 years,Year,58.1
2009,Serbia,Males,15 years,Year,57.1
2009,Serbia,Males,16 years,Year,56.1
2009,Serbia,Males,17 years,Year,55.2
2009,Serbia,Males,18 years,Year,54.2
2009,Serbia,Males,19 years,Year,53.2
2009,Serbia,Males,20 years,Year,52.2
2009,Serbia,Males,21 years,Year,51.3
2009,Serbia,Males,22 years,Year,50.3
2009,Serbia,Males,23 years,Year,49.4
2009,Serbia,Males,24 years,Year,48.4
2009,Serbia,Males,25 years,Year,47.5
2009,Serbia,Males,26 years,Year,46.5
2009,Serbia,Males,27 years,Year,45.6
2009,Serbia,Males,28 years,Year,44.6
2009,Serbia,Males,29 years,Year,43.7
2009,Serbia,Males,30 years,Year,42.7
2009,Serbia,Males,31 years,Year,41.8
2009,Serbia,Males,32 years,Year,40.9
2009,Serbia,Males,33 years,Year,39.9
2009,Serbia,Males,34 years,Year,39
2009,Serbia,Males,35 years,Year,38
2009,Serbia,Males,36 years,Year,37.1
2009,Serbia,Males,37 years,Year,36.1
2009,Serbia,Males,38 years,Year,35.2
2009,Serbia,Males,39 years,Year,34.3
2009,Serbia,Males,40 years,Year,33.3
2009,Serbia,Males,41 years,Year,32.4
2009,Serbia,Males,42 years,Year,31.5
2009,Serbia,Males,43 years,Year,30.6
2009,Serbia,Males,44 years,Year,29.7
2009,Serbia,Males,45 years,Year,28.8
2009,Serbia,Males,46 years,Year,27.9
2009,Serbia,Males,47 years,Year,27.1
2009,Serbia,Males,48 years,Year,26.2
2009,Serbia,Males,49 years,Year,25.4
2009,Serbia,Males,50 years,Year,24.6
2009,Serbia,Males,51 years,Year,23.7
2009,Serbia,Males,52 years,Year,22.9
2009,Serbia,Males,53 years,Year,22.1
2009,Serbia,Males,54 years,Year,21.4
2009,Serbia,Males,55 years,Year,20.6
2009,Serbia,Males,56 years,Year,19.9
2009,Serbia,Males,57 years,Year,19.2
2009,Serbia,Males,58 years,Year,18.4
2009,Serbia,Males,59 years,Year,17.7
2009,Serbia,Males,60 years,Year,17
2009,Serbia,Males,61 years,Year,16.4
2009,Serbia,Males,62 years,Year,15.7
2009,Serbia,Males,63 years,Year,15.1
2009,Serbia,Males,64 years,Year,14.4
2009,Serbia,Males,65 years,Year,13.8
2009,Serbia,Males,66 years,Year,13.2
2009,Serbia,Males,67 years,Year,12.6
2009,Serbia,Males,68 years,Year,12
2009,Serbia,Males,69 years,Year,11.5
2009,Serbia,Males,70 years,Year,10.9
2009,Serbia,Males,71 years,Year,10.4
2009,Serbia,Males,72 years,Year,9.8
2009,Serbia,Males,73 years,Year,9.3
2009,Serbia,Males,74 years,Year,8.9
2009,Serbia,Males,75 years,Year,8.4
2009,Serbia,Males,76 years,Year,8
2009,Serbia,Males,77 years,Year,7.6
2009,Serbia,Males,78 years,Year,7.2
2009,Serbia,Males,79 years,Year,6.9
2009,Serbia,Males,80 years,Year,6.6
2009,Serbia,Males,81 years,Year,6.3
2009,Serbia,Males,82 years,Year,6
2009,Serbia,Males,83 years,Year,5.8
2009,Serbia,Males,84 years,Year,5.6
2009,Serbia,Males,85 years or over,Year,5.4
2009,Serbia,Females,Less than 1 year,Year,76.7
2009,Serbia,Females,1 year,Year,76.2
2009,Serbia,Females,2 years,Year,75.2
2009,Serbia,Females,3 years,Year,74.3
2009,Serbia,Females,4 years,Year,73.3
2009,Serbia,Females,5 years,Year,72.3
2009,Serbia,Females,6 years,Year,71.3
2009,Serbia,Females,7 years,Year,70.3
2009,Serbia,Females,8 years,Year,69.3
2009,Serbia,Females,9 years,Year,68.3
2009,Serbia,Females,10 years,Year,67.3
2009,Serbia,Females,11 years,Year,66.3
2009,Serbia,Females,12 years,Year,65.3
2009,Serbia,Females,13 years,Year,64.3
2009,Serbia,Females,14 years,Year,63.4
2009,Serbia,Females,15 years,Year,62.4
2009,Serbia,Females,16 years,Year,61.4
2009,Serbia,Females,17 years,Year,60.4
2009,Serbia,Females,18 years,Year,59.4
2009,Serbia,Females,19 years,Year,58.4
2009,Serbia,Females,20 years,Year,57.4
2009,Serbia,Females,21 years,Year,56.5
2009,Serbia,Females,22 years,Year,55.5
2009,Serbia,Females,23 years,Year,54.5
2009,Serbia,Females,24 years,Year,53.5
2009,Serbia,Females,25 years,Year,52.5
2009,Serbia,Females,26 years,Year,51.5
2009,Serbia,Females,27 years,Year,50.5
2009,Serbia,Females,28 years,Year,49.6
2009,Serbia,Females,29 years,Year,48.6
2009,Serbia,Females,30 years,Year,47.6
2009,Serbia,Females,31 years,Year,46.6
2009,Serbia,Females,32 years,Year,45.7
2009,Serbia,Females,33 years,Year,44.7
2009,Serbia,Females,34 years,Year,43.7
2009,Serbia,Females,35 years,Year,42.7
2009,Serbia,Females,36 years,Year,41.8
2009,Serbia,Females,37 years,Year,40.8
2009,Serbia,Females,38 years,Year,39.8
2009,Serbia,Females,39 years,Year,38.9
2009,Serbia,Females,40 years,Year,37.9
2009,Serbia,Females,41 years,Year,37
2009,Serbia,Females,42 years,Year,36
2009,Serbia,Females,43 years,Year,35.1
2009,Serbia,Females,44 years,Year,34.1
2009,Serbia,Females,45 years,Year,33.2
2009,Serbia,Females,46 years,Year,32.3
2009,Serbia,Females,47 years,Year,31.4
2009,Serbia,Females,48 years,Year,30.4
2009,Serbia,Females,49 years,Year,29.5
2009,Serbia,Females,50 years,Year,28.6
2009,Serbia,Females,51 years,Year,27.7
2009,Serbia,Females,52 years,Year,26.8
2009,Serbia,Females,53 years,Year,25.9
2009,Serbia,Females,54 years,Year,25.1
2009,Serbia,Females,55 years,Year,24.2
2009,Serbia,Females,56 years,Year,23.4
2009,Serbia,Females,57 years,Year,22.5
2009,Serbia,Females,58 years,Year,21.7
2009,Serbia,Females,59 years,Year,20.9
2009,Serbia,Females,60 years,Year,20
2009,Serbia,Females,61 years,Year,19.2
2009,Serbia,Females,62 years,Year,18.4
2009,Serbia,Females,63 years,Year,17.6
2009,Serbia,Females,64 years,Year,16.8
2009,Serbia,Females,65 years,Year,16
2009,Serbia,Females,66 years,Year,15.3
2009,Serbia,Females,67 years,Year,14.5
2009,Serbia,Females,68 years,Year,13.8
2009,Serbia,Females,69 years,Year,13
2009,Serbia,Females,70 years,Year,12.3
2009,Serbia,Females,71 years,Year,11.6
2009,Serbia,Females,72 years,Year,11
2009,Serbia,Females,73 years,Year,10.3
2009,Serbia,Females,74 years,Year,9.7
2009,Serbia,Females,75 years,Year,9.1
2009,Serbia,Females,76 years,Year,8.6
2009,Serbia,Females,77 years,Year,8.1
2009,Serbia,Females,78 years,Year,7.6
2009,Serbia,Females,79 years,Year,7.2
2009,Serbia,Females,80 years,Year,6.8
2009,Serbia,Females,81 years,Year,6.4
2009,Serbia,Females,82 years,Year,6.1
2009,Serbia,Females,83 years,Year,5.9
2009,Serbia,Females,84 years,Year,5.6
2009,Serbia,Females,85 years or over,Year,5.4
2009,Turkey,Males,Less than 1 year,Year,73.3
2009,Turkey,Males,1 year,Year,73.5
2009,Turkey,Males,2 years,Year,72.6
2009,Turkey,Males,3 years,Year,71.6
2009,Turkey,Males,4 years,Year,70.7
2009,Turkey,Males,5 years,Year,69.8
2009,Turkey,Males,6 years,Year,68.8
2009,Turkey,Males,7 years,Year,67.8
2009,Turkey,Males,8 years,Year,66.9
2009,Turkey,Males,9 years,Year,65.9
2009,Turkey,Males,10 years,Year,64.9
2009,Turkey,Males,11 years,Year,64
2009,Turkey,Males,12 years,Year,63
2009,Turkey,Males,13 years,Year,62
2009,Turkey,Males,14 years,Year,61
2009,Turkey,Males,15 years,Year,60.1
2009,Turkey,Males,16 years,Year,59.1
2009,Turkey,Males,17 years,Year,58.2
2009,Turkey,Males,18 years,Year,57.2
2009,Turkey,Males,19 years,Year,56.2
2009,Turkey,Males,20 years,Year,55.3
2009,Turkey,Males,21 years,Year,54.3
2009,Turkey,Males,22 years,Year,53.4
2009,Turkey,Males,23 years,Year,52.4
2009,Turkey,Males,24 years,Year,51.4
2009,Turkey,Males,25 years,Year,50.5
2009,Turkey,Males,26 years,Year,49.5
2009,Turkey,Males,27 years,Year,48.6
2009,Turkey,Males,28 years,Year,47.6
2009,Turkey,Males,29 years,Year,46.6
2009,Turkey,Males,30 years,Year,45.7
2009,Turkey,Males,31 years,Year,44.7
2009,Turkey,Males,32 years,Year,43.8
2009,Turkey,Males,33 years,Year,42.8
2009,Turkey,Males,34 years,Year,41.8
2009,Turkey,Males,35 years,Year,40.9
2009,Turkey,Males,36 years,Year,39.9
2009,Turkey,Males,37 years,Year,39
2009,Turkey,Males,38 years,Year,38
2009,Turkey,Males,39 years,Year,37.1
2009,Turkey,Males,40 years,Year,36.1
2009,Turkey,Males,41 years,Year,35.2
2009,Turkey,Males,42 years,Year,34.3
2009,Turkey,Males,43 years,Year,33.3
2009,Turkey,Males,44 years,Year,32.4
2009,Turkey,Males,45 years,Year,31.5
2009,Turkey,Males,46 years,Year,30.6
2009,Turkey,Males,47 years,Year,29.7
2009,Turkey,Males,48 years,Year,28.8
2009,Turkey,Males,49 years,Year,27.9
2009,Turkey,Males,50 years,Year,27
2009,Turkey,Males,51 years,Year,26.2
2009,Turkey,Males,52 years,Year,25.3
2009,Turkey,Males,53 years,Year,24.4
2009,Turkey,Males,54 years,Year,23.6
2009,Turkey,Males,55 years,Year,22.8
2009,Turkey,Males,56 years,Year,22
2009,Turkey,Males,57 years,Year,21.2
2009,Turkey,Males,58 years,Year,20.4
2009,Turkey,Males,59 years,Year,19.6
2009,Turkey,Males,60 years,Year,18.9
2009,Turkey,Males,61 years,Year,18.1
2009,Turkey,Males,62 years,Year,17.4
2009,Turkey,Males,63 years,Year,16.6
2009,Turkey,Males,64 years,Year,15.9
2009,Turkey,Males,65 years,Year,15.2
2009,Turkey,Males,66 years,Year,14.5
2009,Turkey,Males,67 years,Year,13.9
2009,Turkey,Males,68 years,Year,13.2
2009,Turkey,Males,69 years,Year,12.6
2009,Turkey,Males,70 years,Year,12
2009,Turkey,Males,71 years,Year,11.4
2009,Turkey,Males,72 years,Year,10.8
2009,Turkey,Males,73 years,Year,10.3
2009,Turkey,Males,74 years,Year,9.8
2009,Turkey,Males,75 years,Year,9.2
2009,Turkey,Males,76 years,Year,8.7
2009,Turkey,Males,77 years,Year,8.2
2009,Turkey,Males,78 years,Year,7.7
2009,Turkey,Males,79 years,Year,7.3
2009,Turkey,Males,80 years,Year,6.9
2009,Turkey,Males,81 years,Year,6.5
2009,Turkey,Males,82 years,Year,6.1
2009,Turkey,Males,83 years,Year,5.8
2009,Turkey,Males,84 years,Year,5.5
2009,Turkey,Males,85 years or over,Year,5.2
2009,Turkey,Females,Less than 1 year,Year,78.8
2009,Turkey,Females,1 year,Year,78.9
2009,Turkey,Females,2 years,Year,78
2009,Turkey,Females,3 years,Year,77
2009,Turkey,Females,4 years,Year,76.1
2009,Turkey,Females,5 years,Year,75.1
2009,Turkey,Females,6 years,Year,74.2
2009,Turkey,Females,7 years,Year,73.2
2009,Turkey,Females,8 years,Year,72.3
2009,Turkey,Females,9 years,Year,71.3
2009,Turkey,Females,10 years,Year,70.3
2009,Turkey,Females,11 years,Year,69.4
2009,Turkey,Females,12 years,Year,68.4
2009,Turkey,Females,13 years,Year,67.4
2009,Turkey,Females,14 years,Year,66.4
2009,Turkey,Females,15 years,Year,65.4
2009,Turkey,Females,16 years,Year,64.5
2009,Turkey,Females,17 years,Year,63.5
2009,Turkey,Females,18 years,Year,62.5
2009,Turkey,Females,19 years,Year,61.5
2009,Turkey,Females,20 years,Year,60.6
2009,Turkey,Females,21 years,Year,59.6
2009,Turkey,Females,22 years,Year,58.6
2009,Turkey,Females,23 years,Year,57.6
2009,Turkey,Females,24 years,Year,56.7
2009,Turkey,Females,25 years,Year,55.7
2009,Turkey,Females,26 years,Year,54.7
2009,Turkey,Females,27 years,Year,53.7
2009,Turkey,Females,28 years,Year,52.7
2009,Turkey,Females,29 years,Year,51.8
2009,Turkey,Females,30 years,Year,50.8
2009,Turkey,Females,31 years,Year,49.8
2009,Turkey,Females,32 years,Year,48.8
2009,Turkey,Females,33 years,Year,47.9
2009,Turkey,Females,34 years,Year,46.9
2009,Turkey,Females,35 years,Year,45.9
2009,Turkey,Females,36 years,Year,44.9
2009,Turkey,Females,37 years,Year,44
2009,Turkey,Females,38 years,Year,43
2009,Turkey,Females,39 years,Year,42
2009,Turkey,Females,40 years,Year,41.1
2009,Turkey,Females,41 years,Year,40.1
2009,Turkey,Females,42 years,Year,39.2
2009,Turkey,Females,43 years,Year,38.2
2009,Turkey,Females,44 years,Year,37.2
2009,Turkey,Females,45 years,Year,36.3
2009,Turkey,Females,46 years,Year,35.4
2009,Turkey,Females,47 years,Year,34.4
2009,Turkey,Females,48 years,Year,33.5
2009,Turkey,Females,49 years,Year,32.5
2009,Turkey,Females,50 years,Year,31.6
2009,Turkey,Females,51 years,Year,30.7
2009,Turkey,Females,52 years,Year,29.8
2009,Turkey,Females,53 years,Year,28.8
2009,Turkey,Females,54 years,Year,27.9
2009,Turkey,Females,55 years,Year,27
2009,Turkey,Females,56 years,Year,26.1
2009,Turkey,Females,57 years,Year,25.2
2009,Turkey,Females,58 years,Year,24.3
2009,Turkey,Females,59 years,Year,23.4
2009,Turkey,Females,60 years,Year,22.6
2009,Turkey,Females,61 years,Year,21.7
2009,Turkey,Females,62 years,Year,20.8
2009,Turkey,Females,63 years,Year,20
2009,Turkey,Females,64 years,Year,19.2
2009,Turkey,Females,65 years,Year,18.4
2009,Turkey,Females,66 years,Year,17.5
2009,Turkey,Females,67 years,Year,16.8
2009,Turkey,Females,68 years,Year,16
2009,Turkey,Females,69 years,Year,15.2
2009,Turkey,Females,70 years,Year,14.5
2009,Turkey,Females,71 years,Year,13.8
2009,Turkey,Females,72 years,Year,13.1
2009,Turkey,Females,73 years,Year,12.4
2009,Turkey,Females,74 years,Year,11.7
2009,Turkey,Females,75 years,Year,11.1
2009,Turkey,Females,76 years,Year,10.5
2009,Turkey,Females,77 years,Year,9.9
2009,Turkey,Females,78 years,Year,9.3
2009,Turkey,Females,79 years,Year,8.8
2009,Turkey,Females,80 years,Year,8.3
2009,Turkey,Females,81 years,Year,7.8
2009,Turkey,Females,82 years,Year,7.4
2009,Turkey,Females,83 years,Year,7
2009,Turkey,Females,84 years,Year,6.6
2009,Turkey,Females,85 years or over,Year,6.3
2009,Belarus,Males,Less than 1 year,Year,:
2009,Belarus,Males,1 year,Year,:
2009,Belarus,Males,2 years,Year,:
2009,Belarus,Males,3 years,Year,:
2009,Belarus,Males,4 years,Year,:
2009,Belarus,Males,5 years,Year,:
2009,Belarus,Males,6 years,Year,:
2009,Belarus,Males,7 years,Year,:
2009,Belarus,Males,8 years,Year,:
2009,Belarus,Males,9 years,Year,:
2009,Belarus,Males,10 years,Year,:
2009,Belarus,Males,11 years,Year,:
2009,Belarus,Males,12 years,Year,:
2009,Belarus,Males,13 years,Year,:
2009,Belarus,Males,14 years,Year,:
2009,Belarus,Males,15 years,Year,:
2009,Belarus,Males,16 years,Year,:
2009,Belarus,Males,17 years,Year,:
2009,Belarus,Males,18 years,Year,:
2009,Belarus,Males,19 years,Year,:
2009,Belarus,Males,20 years,Year,:
2009,Belarus,Males,21 years,Year,:
2009,Belarus,Males,22 years,Year,:
2009,Belarus,Males,23 years,Year,:
2009,Belarus,Males,24 years,Year,:
2009,Belarus,Males,25 years,Year,:
2009,Belarus,Males,26 years,Year,:
2009,Belarus,Males,27 years,Year,:
2009,Belarus,Males,28 years,Year,:
2009,Belarus,Males,29 years,Year,:
2009,Belarus,Males,30 years,Year,:
2009,Belarus,Males,31 years,Year,:
2009,Belarus,Males,32 years,Year,:
2009,Belarus,Males,33 years,Year,:
2009,Belarus,Males,34 years,Year,:
2009,Belarus,Males,35 years,Year,:
2009,Belarus,Males,36 years,Year,:
2009,Belarus,Males,37 years,Year,:
2009,Belarus,Males,38 years,Year,:
2009,Belarus,Males,39 years,Year,:
2009,Belarus,Males,40 years,Year,:
2009,Belarus,Males,41 years,Year,:
2009,Belarus,Males,42 years,Year,:
2009,Belarus,Males,43 years,Year,:
2009,Belarus,Males,44 years,Year,:
2009,Belarus,Males,45 years,Year,:
2009,Belarus,Males,46 years,Year,:
2009,Belarus,Males,47 years,Year,:
2009,Belarus,Males,48 years,Year,:
2009,Belarus,Males,49 years,Year,:
2009,Belarus,Males,50 years,Year,:
2009,Belarus,Males,51 years,Year,:
2009,Belarus,Males,52 years,Year,:
2009,Belarus,Males,53 years,Year,:
2009,Belarus,Males,54 years,Year,:
2009,Belarus,Males,55 years,Year,:
2009,Belarus,Males,56 years,Year,:
2009,Belarus,Males,57 years,Year,:
2009,Belarus,Males,58 years,Year,:
2009,Belarus,Males,59 years,Year,:
2009,Belarus,Males,60 years,Year,:
2009,Belarus,Males,61 years,Year,:
2009,Belarus,Males,62 years,Year,:
2009,Belarus,Males,63 years,Year,:
2009,Belarus,Males,64 years,Year,:
2009,Belarus,Males,65 years,Year,:
2009,Belarus,Males,66 years,Year,:
2009,Belarus,Males,67 years,Year,:
2009,Belarus,Males,68 years,Year,:
2009,Belarus,Males,69 years,Year,:
2009,Belarus,Males,70 years,Year,:
2009,Belarus,Males,71 years,Year,:
2009,Belarus,Males,72 years,Year,:
2009,Belarus,Males,73 years,Year,:
2009,Belarus,Males,74 years,Year,:
2009,Belarus,Males,75 years,Year,:
2009,Belarus,Males,76 years,Year,:
2009,Belarus,Males,77 years,Year,:
2009,Belarus,Males,78 years,Year,:
2009,Belarus,Males,79 years,Year,:
2009,Belarus,Males,80 years,Year,:
2009,Belarus,Males,81 years,Year,:
2009,Belarus,Males,82 years,Year,:
2009,Belarus,Males,83 years,Year,:
2009,Belarus,Males,84 years,Year,:
2009,Belarus,Males,85 years or over,Year,:
2009,Belarus,Females,Less than 1 year,Year,:
2009,Belarus,Females,1 year,Year,:
2009,Belarus,Females,2 years,Year,:
2009,Belarus,Females,3 years,Year,:
2009,Belarus,Females,4 years,Year,:
2009,Belarus,Females,5 years,Year,:
2009,Belarus,Females,6 years,Year,:
2009,Belarus,Females,7 years,Year,:
2009,Belarus,Females,8 years,Year,:
2009,Belarus,Females,9 years,Year,:
2009,Belarus,Females,10 years,Year,:
2009,Belarus,Females,11 years,Year,:
2009,Belarus,Females,12 years,Year,:
2009,Belarus,Females,13 years,Year,:
2009,Belarus,Females,14 years,Year,:
2009,Belarus,Females,15 years,Year,:
2009,Belarus,Females,16 years,Year,:
2009,Belarus,Females,17 years,Year,:
2009,Belarus,Females,18 years,Year,:
2009,Belarus,Females,19 years,Year,:
2009,Belarus,Females,20 years,Year,:
2009,Belarus,Females,21 years,Year,:
2009,Belarus,Females,22 years,Year,:
2009,Belarus,Females,23 years,Year,:
2009,Belarus,Females,24 years,Year,:
2009,Belarus,Females,25 years,Year,:
2009,Belarus,Females,26 years,Year,:
2009,Belarus,Females,27 years,Year,:
2009,Belarus,Females,28 years,Year,:
2009,Belarus,Females,29 years,Year,:
2009,Belarus,Females,30 years,Year,:
2009,Belarus,Females,31 years,Year,:
2009,Belarus,Females,32 years,Year,:
2009,Belarus,Females,33 years,Year,:
2009,Belarus,Females,34 years,Year,:
2009,Belarus,Females,35 years,Year,:
2009,Belarus,Females,36 years,Year,:
2009,Belarus,Females,37 years,Year,:
2009,Belarus,Females,38 years,Year,:
2009,Belarus,Females,39 years,Year,:
2009,Belarus,Females,40 years,Year,:
2009,Belarus,Females,41 years,Year,:
2009,Belarus,Females,42 years,Year,:
2009,Belarus,Females,43 years,Year,:
2009,Belarus,Females,44 years,Year,:
2009,Belarus,Females,45 years,Year,:
2009,Belarus,Females,46 years,Year,:
2009,Belarus,Females,47 years,Year,:
2009,Belarus,Females,48 years,Year,:
2009,Belarus,Females,49 years,Year,:
2009,Belarus,Females,50 years,Year,:
2009,Belarus,Females,51 years,Year,:
2009,Belarus,Females,52 years,Year,:
2009,Belarus,Females,53 years,Year,:
2009,Belarus,Females,54 years,Year,:
2009,Belarus,Females,55 years,Year,:
2009,Belarus,Females,56 years,Year,:
2009,Belarus,Females,57 years,Year,:
2009,Belarus,Females,58 years,Year,:
2009,Belarus,Females,59 years,Year,:
2009,Belarus,Females,60 years,Year,:
2009,Belarus,Females,61 years,Year,:
2009,Belarus,Females,62 years,Year,:
2009,Belarus,Females,63 years,Year,:
2009,Belarus,Females,64 years,Year,:
2009,Belarus,Females,65 years,Year,:
2009,Belarus,Females,66 years,Year,:
2009,Belarus,Females,67 years,Year,:
2009,Belarus,Females,68 years,Year,:
2009,Belarus,Females,69 years,Year,:
2009,Belarus,Females,70 years,Year,:
2009,Belarus,Females,71 years,Year,:
2009,Belarus,Females,72 years,Year,:
2009,Belarus,Females,73 years,Year,:
2009,Belarus,Females,74 years,Year,:
2009,Belarus,Females,75 years,Year,:
2009,Belarus,Females,76 years,Year,:
2009,Belarus,Females,77 years,Year,:
2009,Belarus,Females,78 years,Year,:
2009,Belarus,Females,79 years,Year,:
2009,Belarus,Females,80 years,Year,:
2009,Belarus,Females,81 years,Year,:
2009,Belarus,Females,82 years,Year,:
2009,Belarus,Females,83 years,Year,:
2009,Belarus,Females,84 years,Year,:
2009,Belarus,Females,85 years or over,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,Less than 1 year,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,1 year,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,2 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,3 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,4 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,5 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,6 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,7 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,8 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,9 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,10 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,11 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,12 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,13 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,14 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,15 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,16 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,17 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,18 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,19 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,20 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,21 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,22 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,23 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,24 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,25 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,26 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,27 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,28 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,29 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,30 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,31 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,32 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,33 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,34 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,35 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,36 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,37 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,38 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,39 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,40 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,41 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,42 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,43 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,44 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,45 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,46 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,47 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,48 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,49 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,50 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,51 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,52 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,53 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,54 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,55 years,Year,:
2009,Kosovo (under United Nations Security Council Resolution 1244/99),Males,56 years,Year,:
