"Odkup pomembnejših kmetijskih pridelkov po: KMETIJSKI PRIDELKI, LETO ,"
"MERITVE"

" ";"2000";" ";"2001";" ";"2002";" ";"2003";" ";"2004";" ";"2005";" ";"2006";" ";"2007";" ";"2008";" ";"2009";" ";"2010";" ";"2011";" ";"2012";" "
" ";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR";"Kolièina";"Vrednost v EUR"
"..Grozdje za predelavo (kg)";33293076;11504411;31341110;10624019;30351973;11780576;27579697;10547707;35424793;13932704;32441994;13371712;24953181;12262377;33234435;14830876;27414611;12040200;25149753;11593113;20486163;9116369;20813107;8875549;15614666;7411688
"Alkoholne pijaèe";...;21222718;...;21032500;...;26265025;...;24833175;...;24277986;...;24072462;...;26148504;...;26222036;...;26857948;...;26729127;...;29266729;...;25933491;...;24274214
"..Vino skupaj";14597502;21212914;13441394;21012702;16765932;26233425;16524413;24799138;15090431;24230893;14849581;23999103;14909418;26075874;12873991;26137000;12391203;26772790;13411843;26633167;13499125;29171295;10892032;25852403;10791434;24212628
"..Vino,namizno (l)";...;...;1160598;1054344;1883989;1388217;2867000;1809624;1594222;1100810;2341025;2030861;2162298;1846858;1594527;1395209;1240923;907800;1269200;1006250;1007124;675893;568482;481891;1514864;1580400
"..Vino,kakovostno (l)";...;...;12280796;19958357;14881943;24845208;13657413;22989514;13496209;23130083;12508556;21968242;12747120;24229016;11279464;24741791;11150280;25864990;12142643;25626917;12492001;28495402;10323550;25370512;9276570;22632228

"Vir: Statistièni urad Republike Slovenije. "
" "
" "

"Povezane vsebine: "
"- (seznam HREF=http://www.stat.si/StatWeb/File/DocSysFile/7799 "
"target=_blank) Metodološka pojasnila"

"V letu 2000:  "
"- krompir - skupaj zgodnji in pozni; "
"- kumare - skupaj solatne in kumare za vlaganje; "
"- cvetaèa, rdeèa pesa, kitajsko zelje in solata zajeti v kategoriji "
"Druge zelenjadnice; "
"- vino - skupaj namizno in kakovostno. "
" "

